name,gmap_id,latitude,longitude,category,avg_rating,num_of_reviews,url,County,City,State,Country,user_id,time,text,amenidades
Palms Inn,0x88e77bee8518ceef:0xbbd071e414788286,28.5106252,-81.418326,Hotel,2.8,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77bee8518ceef:0xbbd071e414788286?authuser=-1&hl=en&gl=us,Orange County,Orlando,Florida,United States,118246347898887897540,1547363052901.0,"I'm new to the area and needed a place to live temporarily. I've been staying here for nearly 2 months so far and would reccomend this place. This place is huge! It is a former Ramada hotel that went out of business sometime last year and whoever bought it decided to turn it into a short term apartment building/week to week hotel. They are the cheapest short term/week to week motel that you're going to find in Orlando. I pay $220 a week for myself (all inclusive: including Tax, utilities, garbage, etc). More people cost extra. They have security at night so although it's located a half mile from the Orange County jail, you won't feel unsafe here. Front desk staff are friendly as well. My only complaint is that the internet doesn't work often in my room but my room might be too far away from the router/front desk. There are also bugs in my room daily as well, although they did spray the rooms recently. My room does have a balcony which is a huge plus and there's a pool open during the warmer months. Would recommend staying here overall!!",['pool']
Palms Inn,0x88e77bee8518ceef:0xbbd071e414788286,28.5106252,-81.418326,Hotel,2.8,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77bee8518ceef:0xbbd071e414788286?authuser=-1&hl=en&gl=us,Orange County,Orlando,Florida,United States,113381044260348711882,1548691460412.0,"This was previously a Ramada but was sold & became the Palms Inn.

On 1st appearance this place seemed nice but the 3 cars with broken windows in the parking lot should hv told me something. 😒

As the attendant was taking me to my room she seemed surprised to find the room nxt to mine was kicked in and left open & disheveled. You could see several large kick marks on the bright white dr. Dare I say another RED flag.

The hotel has 2 sides - one half seemed to be remodeled with new paint & carpet in the halls and newly renovated rooms. But there are no shower curtains as we were told we had to provide our own as well as sheets & towels (this is now provided with the new ownership - the hotel was sold agn during my short stay)

There is a laundry but it has business hours (really?) And to use it you need to get change from the desk - only thing is they hv no change nor do they hv a change machine!!!

The new owners came in & immediately hiked up the rates - double the amount daily (from $40+ to $70+) for a rm with roaches - albeit remodeled but still with roaches.

There is a hole in the wall that is connected to the balcony - so the inside is outside at all times.

The other half of the hotel is uninhabitable & seems dangerous and the new weekly rates are $310 did i mention you get a flat scrn, cable, a sml fridge & a sml microwave for all of this 👍 Smh....

There is a pool & hot tub that used to be turquoise blue but is now bad shade of brown.

As the new owners show up in their luxury Maserati each day...","['laundry', 'pool', 'parking lot', 'parking']"
Palms Inn,0x88e77bee8518ceef:0xbbd071e414788286,28.5106252,-81.418326,Hotel,2.8,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77bee8518ceef:0xbbd071e414788286?authuser=-1&hl=en&gl=us,Orange County,Orlando,Florida,United States,105358359572206528924,1547844788746.0,"Just checked in and found out that it is under new ownership.  Never stayed here before, but room was in decent shape upon moving in (definitely can tell it is a seasoned locattion), very clean and friendly staff. If you see a rate on Craigslist that is incorrect. Currently it is $270 per week plus deposit.",[]
Palms Inn,0x88e77bee8518ceef:0xbbd071e414788286,28.5106252,-81.418326,Hotel,2.8,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77bee8518ceef:0xbbd071e414788286?authuser=-1&hl=en&gl=us,Orange County,Orlando,Florida,United States,115542968045937690183,1546089859539.0,"I like the place. The place is massive, and super interesting.",[]
Palms Inn,0x88e77bee8518ceef:0xbbd071e414788286,28.5106252,-81.418326,Hotel,2.8,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77bee8518ceef:0xbbd071e414788286?authuser=-1&hl=en&gl=us,Orange County,Orlando,Florida,United States,116821457515152525071,1536408925503.0,Awesome staff place is nice and clean rooms are comfy,[]
Palms Inn,0x88e77bee8518ceef:0xbbd071e414788286,28.5106252,-81.418326,Hotel,2.8,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77bee8518ceef:0xbbd071e414788286?authuser=-1&hl=en&gl=us,Orange County,Orlando,Florida,United States,103598114729789927452,1547896981100.0,not worth what they charge!never cleanup the room.,[]
Palms Inn,0x88e77bee8518ceef:0xbbd071e414788286,28.5106252,-81.418326,Hotel,2.8,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77bee8518ceef:0xbbd071e414788286?authuser=-1&hl=en&gl=us,Orange County,Orlando,Florida,United States,110740617674328369498,1548807649835.0,Alllllll Bad,[]
Palms Inn,0x88e77bee8518ceef:0xbbd071e414788286,28.5106252,-81.418326,Hotel,2.8,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77bee8518ceef:0xbbd071e414788286?authuser=-1&hl=en&gl=us,Orange County,Orlando,Florida,United States,104959065155295512236,1540085030560.0,Worthwhile deal,[]
Palms Inn,0x88e77bee8518ceef:0xbbd071e414788286,28.5106252,-81.418326,Hotel,2.8,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77bee8518ceef:0xbbd071e414788286?authuser=-1&hl=en&gl=us,Orange County,Orlando,Florida,United States,108763306708783043874,1537842176132.0,Dump,[]
Palms Inn,0x88e77bee8518ceef:0xbbd071e414788286,28.5106252,-81.418326,Hotel,2.8,18,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77bee8518ceef:0xbbd071e414788286?authuser=-1&hl=en&gl=us,Orange County,Orlando,Florida,United States,100387497495292422936,1544875853689.0,Roach motel,[]
Building 69,0x88dd80812203577d:0x5f77db1e909b56e9,28.4011894,-81.46872929999999,Hotel,4.8,25,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd80812203577d:0x5f77db1e909b56e9?authuser=-1&hl=en&gl=us,Orange County,Orlando,Florida,United States,113026913641132431697,1619498448175.0,"Very clean, modern and fully loaded with all of the items you need from day to day.",[]
Building 69,0x88dd80812203577d:0x5f77db1e909b56e9,28.4011894,-81.46872929999999,Hotel,4.8,25,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd80812203577d:0x5f77db1e909b56e9?authuser=-1&hl=en&gl=us,Orange County,Orlando,Florida,United States,107954262528570287855,1617570858078.0,Relaxing clean good to go with the children and chill,[]
Building 69,0x88dd80812203577d:0x5f77db1e909b56e9,28.4011894,-81.46872929999999,Hotel,4.8,25,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd80812203577d:0x5f77db1e909b56e9?authuser=-1&hl=en&gl=us,Orange County,Orlando,Florida,United States,116974409141978275110,1545854447252.0,Rooms are always ready to go and set up for the good times ahead,[]
Building 69,0x88dd80812203577d:0x5f77db1e909b56e9,28.4011894,-81.46872929999999,Hotel,4.8,25,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd80812203577d:0x5f77db1e909b56e9?authuser=-1&hl=en&gl=us,Orange County,Orlando,Florida,United States,116285416940461646405,1607984209368.0,Lol! 69!!!,[]
Building 69,0x88dd80812203577d:0x5f77db1e909b56e9,28.4011894,-81.46872929999999,Hotel,4.8,25,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd80812203577d:0x5f77db1e909b56e9?authuser=-1&hl=en&gl=us,Orange County,Orlando,Florida,United States,110006223148899026865,1562369123047.0,Great,[]
"The Florida Hotel & Conference Center, BW Premier Collection",0x88e77dd4b14a224d:0x6aa10d93b20597ae,28.4448902,-81.3960048,Hotel,4.5,15,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77dd4b14a224d:0x6aa10d93b20597ae?authuser=-1&hl=en&gl=us,Orange County,Orlando,Florida,United States,116357154355722358224,1573328238098.0,"Hotel was great, room was clean, access to the mall was nice, conference rooms were amazing.  Staff were incredible!  Why only three stars?  ...broken glass every other parking spot in the parking lot, obviously a rash of cars broken into in and no attempt to clean it up...made me nervous during my stay...","['parking lot', 'parking']"
"The Florida Hotel & Conference Center, BW Premier Collection",0x88e77dd4b14a224d:0x6aa10d93b20597ae,28.4448902,-81.3960048,Hotel,4.5,15,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77dd4b14a224d:0x6aa10d93b20597ae?authuser=-1&hl=en&gl=us,Orange County,Orlando,Florida,United States,112410644711442512641,1572102175140.0,"Wonderful room and fantastic hotel, with convenient Florida mall attached. Only problem",[]
"The Florida Hotel & Conference Center, BW Premier Collection",0x88e77dd4b14a224d:0x6aa10d93b20597ae,28.4448902,-81.3960048,Hotel,4.5,15,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77dd4b14a224d:0x6aa10d93b20597ae?authuser=-1&hl=en&gl=us,Orange County,Orlando,Florida,United States,114085947072870739804,1569110249073.0,Great event venue. Hotel newly updated .,[]
"The Florida Hotel & Conference Center, BW Premier Collection",0x88e77dd4b14a224d:0x6aa10d93b20597ae,28.4448902,-81.3960048,Hotel,4.5,15,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e77dd4b14a224d:0x6aa10d93b20597ae?authuser=-1&hl=en&gl=us,Orange County,Orlando,Florida,United States,106784077363208409978,1577540893873.0,Excellent,[]
The Best Miami Hotel,0x88d9c7f1d1a779df:0xbc923669c3837bf4,25.7054282,-80.29106949999999,Hotel,2.4,98,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9c7f1d1a779df:0xbc923669c3837bf4?authuser=-1&hl=en&gl=us,Miami-Dade County,Miami,Florida,United States,115227376380398573696,1446699879936.0,"The room was clean, and I had no problems checking in. However, the hotel is dingy in general, and their private parking garage isn't the easiest to access. It's not exactly quiet, as the walls are thin. I had trouble getting the lights to work, especially in the bathroom. And while there was a desk, an accompanying chair would have been nice. In general, it looks like it was really nice in the 1980s, but nothing has happened since then. Cheap though!",['parking']
The Best Miami Hotel,0x88d9c7f1d1a779df:0xbc923669c3837bf4,25.7054282,-80.29106949999999,Hotel,2.4,98,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9c7f1d1a779df:0xbc923669c3837bf4?authuser=-1&hl=en&gl=us,Miami-Dade County,Miami,Florida,United States,112166136889905508430,1545864475600.0,Great Hotel to stay at there was games a pool and tons of cool stuff,['pool']
The Best Miami Hotel,0x88d9c7f1d1a779df:0xbc923669c3837bf4,25.7054282,-80.29106949999999,Hotel,2.4,98,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9c7f1d1a779df:0xbc923669c3837bf4?authuser=-1&hl=en&gl=us,Miami-Dade County,Miami,Florida,United States,101105859206968937971,1392718739790.0,Mandatory fees! You cant opt out of a 2 dollar safe fee and 8 dollar parking fee. Confronted desk worked politely and still would not remove. Bad cell phone reception and no wifi. We turned off the ac and were freezing all night. Something wrong there. Toliet lid was disgusting. With those ten dollars they stole they could afford to replace it. Next time I will go back to Runway Inn. Its cheaper if you consider the hidden fees!,"['wifi', 'parking']"
